BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,PRICE_LOG,SQFT_LOG,PRICE_PER_SQFT,PRICE_PER_SQFT_LOG,BEDS_PER_SQFT,BATH_PER_SQFT,DIST_TO_MANHATTAN,DIST_TO_JFK_AIRPORT,DIST_TO_LAGUARDIA_AIRPORT,DIST_TO_TIMES_SQUARE,LOCALITY_GROUPED,SUBLOCALITY_GROUPED,BEDS_TIMES_BATH,SQFT_TIMES_DISTANCE
Brokered by Voro Llc,Multi-family home for sale,599000,5,2.0,2268.0,716 Decatur St,"Brooklyn, NY 11233","716 Decatur StBrooklyn, NY 11233",United States,New York,Kings County,Brooklyn,Decatur Street,"716 Decatur St, Brooklyn, NY 11233, USA",40.6835248,-73.9141078,13.303018546545276,7.727094484779841,264.1093474426808,5.580142372736281,0.0022045855379188,0.0008818342151675,0.1147812691856964,0.1424115704424342,0.1016246210122307,0.1031668630708574,New York,Kings County,10.0,260.3239185131595
Brokered by E House Realty & Mgt. Inc.,House for sale,629900,3,2.0,1332.0,184 Cannon Ave,"Staten Island, NY 10314","184 Cannon AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Cannon Avenue,"184 Cannon Ave, Staten Island, NY 10314, USA",40.5939996,-74.1910619,13.35331794316234,7.195187320178709,472.8978978978979,6.160991893213331,0.0022522522522522,0.0015015015015015,0.2899969247281244,0.4156619524226023,0.3660338847043667,0.2629673476532188,New York,Richmond County,6.0,386.27590373786165
Brokered by Douglas Elliman - 575 Madison Ave,Pending,1999000,3,4.0,2840.0,158 Jaffrey St,"Brooklyn, NY 11235","158 Jaffrey StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Jaffray Street,"158 Jaffray St, Brooklyn, NY 11235, USA",40.5789619,-73.9430773,14.508158113732536,7.951911381854188,703.8732394366198,6.558017984428352,0.001056338028169,0.0014084507042253,0.2060661304700449,0.1763619806729926,0.2096453309923652,0.1839954530060461,New York,Kings County,12.0,585.2278105349276
Brokered by Landmark Realty,House for sale,725000,3,2.0,1476.0,480 Lynn St,"Staten Island, NY 10306","480 Lynn StStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Lynn Street,"480 Lynn St, Staten Island, NY 10306, USA",40.5582278,-74.1173549,13.493928313146206,7.29776828253138,491.19241192411926,6.198869721186592,0.0020325203252032,0.0013550135501355,0.2681953786455869,0.3492776511413961,0.3271683640067451,0.2393630016248341,New York,Richmond County,6.0,395.8563788808863
Brokered by TALK OF THE TOWN REALTY C,Multi-family home for sale,1479000,7,2.3738608579684373,4200.0,1272 E 70th St,"Brooklyn, NY 11234","1272 E 70th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 70th Street,"1272 E 70th St, Brooklyn, NY 11234, USA",40.6244327,-73.913742,14.20687741782523,8.343077871169383,352.1428571428572,5.866872669522268,0.0016666666666666,0.0005652049661829,0.1687505077126848,0.1366867146919963,0.1575617470494969,0.1516226704463786,New York,Kings County,16.61702600577906,708.7521323932762
Brokered by Ben Bay Realty Company of Staten Island LLC,Multi-family home for sale,1100000,3,2.0,1928.0,307 Ellis St,"Staten Island, NY 10307","307 Ellis StStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,Ellis Street,"307 Ellis St, Staten Island, NY 10307, USA",40.5142085,-74.2505102,13.910821646859096,7.564757012905729,570.5394190871369,6.3483334556368565,0.0015560165975103,0.0010373443983402,0.3877071402441359,0.4892071610639899,0.4590934053940292,0.3600898520873448,New York,Richmond County,6.0,747.499366390694
Brokered by Corcoran West Side Gallery,Condo for sale,995000,3,2.0,2184.207862,100 Manhattan Ave Apt 4A,"New York, NY 10025","100 Manhattan Ave Apt 4ANew York, NY 10025",New York,New York County,New York,Manhattan,100,"100 Manhattan Ave #4a, New York, NY 10025, USA",40.7974456,-73.9620195,13.81049902116535,7.6894662343551055,455.542724349007,6.12368228678162,0.0013734956513035,0.0009156637675356,0.0170316710750928,0.2412629911105541,0.0903855854636705,0.0459052201782137,New York County,New York,6.0,37.2007098652157
"Brokered by Robert Defalco Realty, Inc.",House for sale,1199999,5,3.0,1728.0,1206 Tabor Ct,"Brooklyn, NY 11219","1206 Tabor CtBrooklyn, NY 11219",United States,New York,Kings County,Brooklyn,Tabor Court,"1206 Tabor Ct, Brooklyn, NY 11219, USA",40.628704,-74.00189,13.997832114758229,7.455298485683291,694.4438657407408,6.544550297453077,0.0028935185185185,0.0017361111111111,0.1574166475186152,0.224144202057523,0.1957496015730341,0.1303306860106283,New York,Kings County,15.0,272.0159669121671
Brokered by Unimax Realty Co Inc,House for sale,998000,3,2.0,2184.207862,48-23 193rd St,"Fresh Meadows, NY 11365","48-23 193rd StFresh Meadows, NY 11365",United States,New York,Queens County,Queens,193rd Street,"80-48 193rd St, Jamaica, NY 11423, USA",40.7288044,-73.7772174,13.813509557297108,7.6894662343551055,456.91622000031055,6.126686241617713,0.0013734956513035,0.0009156637675356,0.2014379837124043,0.0875088509930283,0.1080743188834384,0.2103188639236189,New York,Queens County,6.0,439.9824277300616
Brokered by Century 21 Realty First,House for sale,1078000,3,2.0,1260.0,5848 150th St,"Flushing, NY 11355","5848 150th StFlushing, NY 11355",United States,New York,Queens County,Queens,150th Street,"58-48 150th St, Flushing, NY 11355, USA",40.7421583,-73.8191116,13.890618958094434,7.13966033596492,855.5555555555555,6.752919179123043,0.0023809523809523,0.0015873015873015,0.1575027117653813,0.1088776745409733,0.0649593886474418,0.1671408361635507,New York,Queens County,6.0,198.45341682438053
Brokered by COMPASS,Condo for sale,720000,3,2.0,1046.0,782 Madison St Apt 1A,"Brooklyn, NY 11221","782 Madison St Apt 1ABrooklyn, NY 11221",New York,Kings County,Brooklyn,Bedford-Stuyvesant,782,"782 Madison St #1a, Brooklyn, NY 11221, USA",40.6873745,-73.9264057,13.487007879880162,6.953684210870537,688.3365200764819,6.53572956988446,0.002868068833652,0.0019120458891013,0.1056877507696108,0.1552979079148918,0.1037360715601906,0.092087445087485,Kings County,Brooklyn,6.0,110.54938730501298
Brokered by EXIT REALTY FIRST CHOICE,House for sale,1288000,4,2.0,1700.0,76-66 174th St,"Fresh Meadows, NY 11366","76-66 174th StFresh Meadows, NY 11366",United States,New York,Queens County,Queens,174th Street,"76-66 174th St, Flushing, NY 11366, USA",40.7248068,-73.7953763,14.06860196204365,7.438971592395862,757.6470588235294,6.631536661108175,0.0023529411764705,0.0011764705882352,0.1852351765943165,0.0852751792019844,0.0943153629475523,0.1929995073256155,New York,Queens County,8.0,314.89980021033807
Brokered by LINCOLN V WALTERS II REALTY CORP,Pending,875000,6,2.0,2340.0,2729 Westervelt Ave,"Bronx, NY 10469","2729 Westervelt AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Westervelt Avenue,"2729 Westervelt Ave, Bronx, NY 10469, USA",40.8661368,-73.8400914,13.68198030819624,7.75833346749091,373.9316239316239,5.926743673162812,0.0025641025641025,0.0008547008547008,0.1551920589083018,0.233226328505597,0.0954620323908915,0.181210453529034,New York,Bronx County,12.0,363.1494178454264
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,999995,2,1.0,2184.207862,126 E 12th St Apt 6A,"New York, NY 10003","126 E 12th St Apt 6ANew York, NY 10003",New York,New York County,New York,Manhattan,126,"126 E 12th St #6a, New York, NY 10003, USA",40.7321997,-73.9888999,13.815506557956274,7.6894662343551055,457.8295946084274,6.128678887552464,0.0009156637675356,0.0004578318837678,0.0538899526822939,0.2295633971261649,0.1232887011858843,0.0260233510543904,New York County,New York,2.0,117.70685833147436
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,775000,3,1.0,2184.207862,46 Commerce St # 5,"New York, NY 10014","46 Commerce St # 5New York, NY 10014",New York,New York County,New York,Manhattan,46,"46 Commerce St # 5, New York, NY 10014, USA",40.7313539,-74.0050572,13.560619598657231,7.6894662343551055,354.8197099200808,5.874424169762862,0.0013734956513035,0.0004578318837678,0.0618382475256982,0.2441705869613509,0.1387459437138607,0.0330529683545942,New York County,New York,3.0,135.06758641793218
Brokered by Real Broker NY LLC,House for sale,949000,4,2.0,2476.0,61 Park Dr N,"Staten Island, NY 10314","61 Park Dr NStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Park Drive North,"61 Park Dr N, Staten Island, NY 10314, USA",40.6006101,-74.1671861,13.76316513133229,7.814803429489359,383.2794830371567,5.951370108264159,0.0016155088852988,0.0008077544426494,0.2677930450837356,0.3912079513190145,0.3421055656887505,0.2403776602665464,New York,Richmond County,8.0,663.0555796273293
Brokered by Connie Profaci Realty,Condo for sale,198000,1,1.0,1000.0,1100 Clove Rd Apt Gl,"Staten Island, NY 10301","1100 Clove Rd Apt GlStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Clove Road,"1100 Clove Rd, Staten Island, NY 10301, USA",40.6189484,-74.1071576,12.19602736016897,6.90875477931522,198.0,5.293304824724492,0.001,0.001,0.2131436529205556,0.3298158548953024,0.2816223968016718,0.1847590839453328,New York,Richmond County,1.0,213.1436529205556
Brokered by Jamie & Connie Real Estate Grp,House for sale,755000,2,2.0,2184.207862,202-24 45th Rd,"Bayside, NY 11361","202-24 45th RdBayside, NY 11361",United States,New York,Queens County,Queens,45th Road,"202-24 45th Rd, Flushing, NY 11361, USA",40.7565607,-73.7796734,13.534474352733596,7.6894662343551055,345.6630722447239,5.84835333488872,0.0009156637675356,0.0009156637675356,0.1933565953156265,0.1152714385789041,0.0964945314100766,0.2058316322921568,New York,Queens County,4.0,422.3309956579439
Brokered by EXP Realty,Townhouse for sale,475000,2,2.0,1364.0,266 Corona Ave,"Staten Island, NY 10306","266 Corona AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Corona Avenue,"266 Corona Ave, Staten Island, NY 10306, USA",40.5634891,-74.1422664,13.07107218827772,7.21890970761906,348.24046920821115,5.855760708453934,0.001466275659824,0.001466275659824,0.2783750358918162,0.3723864968655173,0.342798882156536,0.2498203242087605,New York,Richmond County,4.0,379.7035489564373
Brokered by Corcoran East Side,Condo for sale,1695000,1,2.0,1072.0,70 Washington St Ph R,"Brooklyn, NY 11201","70 Washington St Ph RBrooklyn, NY 11201",United States,New York,Kings County,Brooklyn,Washington Street,"70 Washington St, Brooklyn, NY 11201, USA",40.7020349,-73.9899069,14.343193888767017,6.9782137426306985,1581.1567164179105,7.366544205632331,0.0009328358208955,0.001865671641791,0.0831955440250218,0.2203426671473766,0.1379825810224581,0.0561383397120017,New York,Kings County,2.0,89.18562319482344
Brokered by Red Door Realty Group,House for sale,888888,4,3.0,2088.0,20 Greencroft Ln,"Staten Island, NY 10308","20 Greencroft LnStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Greencroft Lane,"20 Greencroft Ln, Staten Island, NY 10308, USA",40.5469948,-74.1413764,13.697727647307882,7.644440761556566,425.7126436781609,6.0561108210607,0.0019157088122605,0.0014367816091954,0.2910423896685834,0.3753174836641678,0.3526280480392912,0.2623368950490953,New York,Richmond County,12.0,607.6965096280022
Brokered by Keller Williams Realty Liberty,House for sale,650000,3,2.0,1522.0,237-14 93rd Rd,"Bellerose, NY 11426","237-14 93rd RdBellerose, NY 11426",United States,New York,Queens County,Queens,93rd Road,"237-14 93rd Rd, Jamaica, NY 11426, USA",40.723245,-73.7293286,13.384729180332174,7.328437352895162,427.0696452036794,6.05928590478244,0.0019710906701708,0.0013140604467805,0.2491674038933601,0.0953605394435185,0.1543005930090933,0.258518270539937,New York,Queens County,6.0,379.2327887256941
Brokered by Corcoran East Side,Co-op for sale,1650000,1,1.0,2184.207862,170 E 78th St Apt 3C,"New York, NY 10075","170 E 78th St Apt 3CNew York, NY 10075",New York,New York County,New York,Manhattan,170,"170 E 78th St #3c, New York, NY 10075, USA",40.7737439,-73.9586221,14.316286451937186,7.6894662343551055,755.4226082169463,6.6286002255720895,0.0004578318837678,0.0004578318837678,0.0156761020543972,0.2238964386398792,0.0846809351366688,0.0311495087540722,New York County,New York,1.0,34.23986535272874
Brokered by COMPASS,Co-op for sale,575000,3,2.0,1350.0,65-10 108th St Unit 3M,"Queens, NY 11375","65-10 108th St Unit 3MQueens, NY 11375",New York,Queens County,Queens,Forest Hills,65-10,"65-10 108th St #3b, Queens, NY 11375, USA",40.7313424,-73.8489073,13.26212705890841,7.208600337960199,425.9259259259259,6.056610522596683,0.0022222222222222,0.0014814814814814,0.1327944036134434,0.114548275984626,0.05201094606955,0.1391696566463117,Queens County,Queens,6.0,179.2724448781487
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,4595000,4,4.0,3052.0,619 E 6th St Unit 1,"New York, NY 10009","619 E 6th St Unit 1New York, NY 10009",New York,New York County,New York,Manhattan,619,"619 E 6th St #1, New York, NY 10009, USA",40.7241883,-73.9804574,15.340479531399756,8.023879992734878,1505.570117955439,7.317590901101865,0.001310615989515,0.001310615989515,0.0596346195732789,0.2186755304364311,0.1187926821468892,0.0341856530089748,New York County,New York,16.0,182.00485893764724
Brokered by Gateway Arms Realty Corp.,House for sale,675000,3,1.0,1404.0,44 Hunter Pl,"Staten Island, NY 10301","44 Hunter PlStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Hunter Place,"44 Hunter Pl, Staten Island, NY 10301, USA",40.6333513,-74.1021333,13.42246945133505,7.247792581767846,480.7692307692308,6.177465225063876,0.0021367521367521,0.0007122507122507,0.1989175763993252,0.3241307781445429,0.269538553532855,0.1707062537828689,New York,Richmond County,3.0,279.2802772646527
Brokered by WRL Realty LLC,Co-op for sale,379000,2,1.0,900.0,78-16 Main St Unit 1K,"Flushing, NY 11367","78-16 Main St Unit 1KFlushing, NY 11367",New York,Queens County,Queens,Flushing,78-16,"78-16 Main St #1f, Flushing, NY 11367, USA",40.7194655,-73.8183058,12.84529412258351,6.803505257608338,421.1111111111111,6.045268575851406,0.0022222222222222,0.0011111111111111,0.1656079285055136,0.0878996686221873,0.0800035355711789,0.1715774116948074,Queens County,Queens,2.0,149.04713565496223
Brokered by Corcoran Park Slope,Townhouse for sale,1288000,3,2.0,2184.207862,1114 78th St,"Brooklyn, NY 11228","1114 78th StBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,78th Street,"1114 78th St, Brooklyn, NY 11228, USA",40.6208518,-74.0133836,14.06860196204365,7.6894662343551055,589.687466292986,6.381287055691235,0.0013734956513035,0.0009156637675356,0.1676422813976243,0.2361704920437804,0.2092339089923066,0.139954006417113,New York,Kings County,6.0,366.16558903230754
Brokered by Howard Hanna Coach Realtors - Floral Park,Co-op for sale,270000,1,1.0,2184.207862,18-75 Corporal Kennedy St Unit 5J,"Bayside, NY 11360","18-75 Corporal Kennedy St Unit 5JBayside, NY 11360",New York,Queens County,Queens,Bayside,18-75,"18-75 Corporal Kennedy St #5j, Bayside, NY 11360, USA",40.779366,-73.7827644,12.506180941677355,7.6894662343551055,123.61460861731848,4.8252258436005295,0.0004578318837678,0.0004578318837678,0.1884725924461077,0.1381447682084292,0.0912689205773699,0.203858356373632,Queens County,Queens,1.0,411.6633181923103
Brokered by COMPASS,Condo for sale,1395000,2,2.0,1182.0,737 Bergen St Apt 1B,"Brooklyn, NY 11238","737 Bergen St Apt 1BBrooklyn, NY 11238",New York,Kings County,Brooklyn,Prospect Heights,737,"737 Bergen St #1b, Brooklyn, NY 11238, USA",40.6787789,-73.9643728,14.148405690083225,7.075808863978387,1180.2030456852792,7.074288728333493,0.0016920473773265,0.0016920473773265,0.1045442612726774,0.1900058524494814,0.1333978757141661,0.0819898851386597,Kings County,Brooklyn,4.0,123.57131682430472
Brokered by COMPASS,Co-op for sale,1425000,2,2.0,2184.207862,124 Thompson St Unit 23/24,"Manhattan, NY 10012","124 Thompson St Unit 23/24Manhattan, NY 10012",New York,New York County,New York,Manhattan,124,"124 Thompson St #23, New York, NY 10012, USA",40.7261696,-74.0013901,14.169683073439028,7.6894662343551055,652.4104343691808,6.482205468383173,0.0009156637675356,0.0009156637675356,0.0644399921024963,0.2388751091306281,0.1371196961131761,0.0355762510977482,New York County,New York,4.0,140.75033737749035
Brokered by La Rosa Realty New York Llc,Pending,119000,3,1.0,2184.207862,86-16 60th Ave Unit 1C,"Elmhurst, NY 11373","86-16 60th Ave Unit 1CElmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,86-16,"86-16 60th Ave #1c, Elmhurst, NY 11373, USA",40.7306154,-73.8731934,11.686887175419702,7.6894662343551055,54.4819941683737,4.016058538715114,0.0013734956513035,0.0004578318837678,0.1111752080309192,0.1304607044313397,0.0462916277605354,0.1155970965064412,Queens County,Queens,3.0,242.82976344061936
"Brokered by John Edwards Real Estate, Inc.",Co-op for sale,315000,2,1.0,1000.0,3935 Blackstone Ave Apt 1A,"Bronx, NY 10471","3935 Blackstone Ave Apt 1ABronx, NY 10471",New York,Bronx County,The Bronx,Riverdale,3935,"3935 Blackstone Ave #1a, Bronx, NY 10471, USA",40.890384,-73.9117878,12.660331092405906,6.90875477931522,315.0,5.755742213586912,0.002,0.001,0.1226363166637013,0.2826928844609274,0.1196099330525697,0.1515223148082123,Bronx County,The Bronx,2.0,122.63631666370134
Brokered by Corcoran East Side,Co-op for sale,539000,1,1.0,2184.207862,420 E 55th St Apt 6L,"New York, NY 10022","420 E 55th St Apt 6LNew York, NY 10022",New York,New York County,New York,Manhattan,420,"420 E 55th St #6l, New York, NY 10022, USA",40.7562471,-73.9625705,13.197472705176985,7.6894662343551055,246.7713853508691,5.512506487752778,0.0004578318837678,0.0004578318837678,0.0282054340271455,0.2173527114361854,0.0909465543528742,0.0229964046898675,New York County,New York,1.0,61.60653075321373
Brokered by RE MAX Edge,Multi-family home for sale,848000,5,4.0,2080.0,544 Hinsdale St,"Brooklyn, NY 11207","544 Hinsdale StBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Hinsdale Street,"544 Hinsdale St, Brooklyn, NY 11207, USA",40.6615475,-73.898309,13.650637094018627,7.640603826393634,407.6923076923077,6.012962568989407,0.0024038461538461,0.0019230769230769,0.1417325232162673,0.1219022761774795,0.1178860752474615,0.1300205954349222,New York,Kings County,20.0,294.80364828983613
Brokered by Corcoran Chelsea/Flatiron,Multi-family home for sale,5000000,3,3.0,1845.0,215 Sullivan St Apt 5E,"New York, NY 10012","215 Sullivan St Apt 5ENew York, NY 10012",New York,New York County,New York,Manhattan,215,"215 Sullivan St #5e, New York, NY 10012, USA",40.7293399,-73.9998507,15.424948670398354,7.520776415062797,2710.027100271003,7.90508284585999,0.0016260162601626,0.0016260162601626,0.0609180676195477,0.2385883420087834,0.1345375850924196,0.0320522062033181,New York County,New York,9.0,112.39383475806568
Brokered by Ben Bay Realty Company of Staten Island LLC,Contingent,759000,3,4.0,1424.0,419 Ogorman Ave,"Staten Island, NY 10308","419 Ogorman AveStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,O'Gorman Avenue,"419 O'Gorman Ave, Staten Island, NY 10308, USA",40.552359,-74.14076,13.539758373899955,7.261927092702751,533.0056179775281,6.280406359462023,0.0021067415730337,0.0028089887640449,0.286342457000353,0.3734069858492253,0.3486826039265515,0.2576701156149069,New York,Richmond County,12.0,407.7516587685026
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,549000,1,1.0,2184.207862,535 E 72nd St Apt 4A,"New York, NY 10021","535 E 72nd St Apt 4ANew York, NY 10021",New York,New York County,New York,Manhattan,535,"535 E 72nd St #4a, New York, NY 10021, USA",40.7662222,-73.9516342,13.215855541983634,7.6894662343551055,251.3497041885476,5.530815840558708,0.0004578318837678,0.0004578318837678,0.0258395174583365,0.2138215953136683,0.0783650714443673,0.034849633893056,New York County,New York,1.0,56.43887718278493
Brokered by COMPASS,Co-op for sale,2348000,3,4.0,2184.207862,860 United Nations Plz Units 31 & 32D,"Manhattan, NY 10017","860 United Nations Plz Units 31 & 32DManhattan, NY 10017",New York,New York County,New York,Manhattan,860,"860 United Nations Plaza #31, New York, NY 10017, USA",40.7526263,-73.9658766,14.669074885824411,7.6894662343551055,1074.9892630869028,6.980995762128173,0.0013734956513035,0.0018313275350713,0.0309351738196121,0.2182970374953651,0.0950290594463129,0.0203458713072213,New York County,New York,12.0,67.56884986913335
Brokered by Coldwell Banker Warburg,Co-op for sale,405000,3,1.0,550.0,345 E 81st St Apt 2H,"New York, NY 10028","345 E 81st St Apt 2HNew York, NY 10028",New York,New York County,New York,Manhattan,345,"345 E 81st St #2h, New York, NY 10028, USA",40.7740666,-73.9522989,12.91164481522143,6.311734809152915,736.3636363636364,6.603081171271974,0.0054545454545454,0.0018181818181818,0.020948839986256,0.2190256305475952,0.078350149309182,0.0368842605560935,New York County,New York,3.0,11.521861992440805
Brokered by Keller Williams Rlty Landmark,House for sale,985000,3,2.0,2184.207862,82-61 172nd St,"Jamaica, NY 11432","82-61 172nd StJamaica, NY 11432",United States,New York,Queens County,Queens,172nd Street,"82-61 172nd St, Jamaica, NY 11432, USA",40.7181351,-73.7934614,13.800397935382136,7.6894662343551055,450.96440551132855,6.113603427862634,0.0013734956513035,0.0009156637675356,0.1892391295741163,0.0783556328668819,0.0996984431271096,0.1961326952396559,New York,Queens County,6.0,413.3375946138217
Brokered by Ardebili Michael,Pending,599000,4,2.0,1348.0,1527 Gillespie Ave Unit 1A,"Bronx, NY 10461","1527 Gillespie Ave Unit 1ABronx, NY 10461",New York,Bronx County,The Bronx,Pelham Bay,1527,"1527 Gillespie Ave #1a, Bronx, NY 10461, USA",40.84296,-73.8312695,13.303018546545276,7.207118856207756,444.3620178041543,6.09888747459104,0.0029673590504451,0.0014836795252225,0.1521964665498106,0.2085515555690001,0.0786754042267926,0.1760830733780174,Bronx County,The Bronx,8.0,205.1608369091447
Brokered by KELLER WILLIAMS REALTY LANDMARK II,House for sale,499998,3,3.0,2184.207862,1102 Harding Park,"Bronx, NY 10473","1102 Harding ParkBronx, NY 10473",United States,New York,Bronx County,The Bronx,Harding Park,"1102 Harding Park, Bronx, NY 10473, USA",40.8102178,-73.858745,13.12236137740233,7.6894662343551055,228.9150262201556,5.437709789442565,0.0013734956513035,0.0013734956513035,0.1156784426841894,0.1871813002995736,0.0366441103294897,0.1370894914347562,New York,Bronx County,9.0,252.66576397472295
Brokered by Listed New York Elite Inc,House for sale,709999,4,2.0,2184.207862,116-40 148th St,"Jamaica, NY 11436","116-40 148th StJamaica, NY 11436",United States,New York,Queens County,Queens,148th Street,"116-40 148th St, Jamaica, NY 11436, USA",40.6811881,-73.793438,13.473020249017498,7.6894662343551055,325.06017964328703,5.787081964462982,0.0018313275350713,0.0009156637675356,0.2049033040378069,0.0427354041236292,0.1251039713422785,0.2068523140446176,New York,Queens County,8.0,447.5514076291544
"Brokered by Robert Defalco Realty, Inc.",House for sale,285000,3,1.0,1428.0,72 Holland Ave,"Staten Island, NY 10303","72 Holland AveStaten Island, NY 10303",United States,New York,Richmond County,Staten Island,Holland Avenue,"72 Holland Ave, Staten Island, NY 10303, USA",40.6384738,-74.1714633,12.560247968016562,7.264730177929867,199.57983193277312,5.301212331753505,0.0021008403361344,0.0007002801120448,0.2470265715532047,0.3933734525782509,0.3280948455756837,0.2210630259300041,New York,Richmond County,3.0,352.75394417797634
Brokered by Coldwell Banker Advantage,House for sale,1250000,5,4.0,2755.0,17 Lansing St,"Staten Island, NY 10305","17 Lansing StStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,Lansing Street,"17 Lansing St, Staten Island, NY 10305, USA",40.5923372,-74.0687941,14.038654909278163,7.921535632133549,453.7205081669691,6.1196829624463085,0.0018148820326678,0.0014519056261343,0.2142779835135885,0.2947887643019248,0.2683433780413669,0.1854240286442145,New York,Richmond County,20.0,590.3358445799363
"Brokered by Plaza Island Properties, LLC",Multi-family home for sale,669000,2,1.0,2675.0,166 Jewett Ave,"Staten Island, NY 10302","166 Jewett AveStaten Island, NY 10302",United States,New York,Richmond County,Staten Island,Jewett Avenue,"166 Jewett Ave, Staten Island, NY 10302, USA",40.6330311,-74.1301207,13.41354083387756,7.892078421248119,250.09345794392524,5.525825212235629,0.0007476635514018,0.0003738317757009,0.2185782780509158,0.3521178040595335,0.2937619331290321,0.1911344365510903,New York,Richmond County,2.0,584.6968937861998
Brokered by Voro Llc,Multi-family home for sale,1198000,6,5.0,2184.207862,132-31 219th St,"Springfield Gardens, NY 11413","132-31 219th StSpringfield Gardens, NY 11413",United States,New York,Queens County,Queens,219th Street,"132-31 219th St, Jamaica, NY 11413, USA",40.6811645,-73.7493264,13.996164892381724,7.6894662343551055,548.4825967538798,6.308977102284594,0.002746991302607,0.0022891594188392,0.2441694914136633,0.0491639951306813,0.1571903066261016,0.2483579340331421,New York,Queens County,30.0,533.316922806265
"Brokered by Erealty Advisors, Inc",Condo for sale,1439000,4,2.0,1625.0,800 Bedford Ave Unit 4,"Brooklyn, NY 11205","800 Bedford Ave Unit 4Brooklyn, NY 11205",New York,Kings County,Brooklyn,Bedford-Stuyvesant,800,"800 Bedford Ave APT 4A, Brooklyn, NY 11205, USA",40.6972584,-73.9569997,14.179459680796295,7.3938782901077555,885.5384615384615,6.787324510403312,0.0024615384615384,0.0012307692307692,0.0870082111679644,0.1874471797351216,0.1150292773629807,0.0670955219865697,Kings County,Brooklyn,8.0,141.38834314794215
Brokered by Homefinders of SI Inc.,Contingent,795000,3,3.0,1860.0,166 Bancroft Ave,"Staten Island, NY 10306","166 Bancroft AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Bancroft Avenue,"166 Bancroft Ave, Staten Island, NY 10306, USA",40.5763544,-74.1099794,13.586098651497313,7.528869256642251,427.4193548387097,6.060102516915104,0.0016129032258064,0.0016129032258064,0.2490049497173104,0.3381743146717736,0.3096850253139819,0.2202050068089296,New York,Richmond County,9.0,463.1492064741973
Brokered by Nardoni Realty Inc.,Co-op for sale,799000,1,1.0,950.0,201 E 28th St Unit 7K,"New York, NY 10016","201 E 28th St Unit 7KNew York, NY 10016",New York,New York County,New York,Manhattan,201,"201 E 28th St #7k, New York, NY 10016, USA",40.7419819,-73.980516,13.591117476312084,6.85751406254539,841.0526315789474,6.735842520102271,0.0010526315789473,0.0010526315789473,0.0421602419776007,0.2260731785144124,0.1120934073155497,0.0167755710367841,New York County,New York,1.0,40.052229878720674
Brokered by Brooklynnybpo.Com Llc,Pending,1600000,6,2.0,2128.0,155 Sterling St,"Brooklyn, NY 11225","155 Sterling StBrooklyn, NY 11225",United States,New York,Kings County,Brooklyn,Sterling Street,"155 Sterling St, Brooklyn, NY 11225, USA",40.6630373,-73.9558549,14.285514812209817,7.663407664893479,751.8796992481203,6.623905453081906,0.0028195488721804,0.0009398496240601,0.121039349078303,0.1790790738341689,0.1402317335887329,0.099482392137003,New York,Kings County,12.0,257.57173483862886
Brokered by Coldwell Banker American Homes,Co-op for sale,299000,3,1.0,650.0,42-55 Colden St Unit 12K,"Flushing, NY 11355","42-55 Colden St Unit 12KFlushing, NY 11355",New York,Queens County,Queens,Flushing,42-55,"42-55 Colden St #12k, Flushing, NY 11355, USA",40.7533589,-73.8250479,12.608202196848836,6.478509642208569,460.0,6.133398042996649,0.0046153846153846,0.0015384615384615,0.1491474752170421,0.121496100281535,0.0543184267410167,0.1605192082076789,Queens County,Queens,3.0,96.9458588910774
