PRICE,BEDS,BATH,PROPERTYSQFT,LOCALITY,SUBLOCALITY,LATITUDE,LONGITUDE,PRICE_CAT
779000,1,1.0,638.0,New York County,New York,40.7422824,-73.9781111,3
689000,3,2.3738608579684373,1248.0,New York,Richmond County,40.6137764,-74.1600305,2
21000000,3,2.3738608579684373,2184.207862,New York,New York County,40.7213862,-74.0021063,5
1250000,7,4.0,2184.207862,New York,Kings County,40.6468782,-74.0136737,4
685000,4,2.0,2000.0,New York,Bronx County,40.8194513,-73.9001792,2
375000,1,1.0,500.0,New York County,New York,40.7581216,-73.9670704,1
899000,4,3.0,1960.0,New York,Queens County,40.727846,-73.720774,3
188000,3,1.0,300.0,Kings County,Brooklyn,40.6327714,-74.022251,1
568000,2,1.0,550.0,Kings County,Brooklyn,40.6141211,-73.9966616,2
335000,2,1.0,2184.207862,New York,Queens County,40.7576854,-73.7298343,1
1799000,6,4.0,3300.0,New York,Kings County,40.6959511,-73.9321432,4
7250000,4,4.0,2184.207862,New York County,New York,40.7753983,-73.9769193,5
715000,4,2.0,1866.0,New York,Bronx County,40.8151628,-73.8462531,3
2750000,3,3.0,2782.0,New York,Kings County,40.6811053,-74.0098135,5
379000,1,2.0,704.0,Bronx County,The Bronx,40.845063,-73.783581,1
599000,2,2.0,2184.207862,Queens County,Queens,40.7517561,-73.8344347,2
5600000,5,4.0,4959.0,New York,Kings County,40.611854,-73.9477154,5
1100000,6,3.0,2184.207862,New York,Kings County,40.6800424,-73.8830327,4
849000,2,1.0,720.0,New York County,New York,40.761427,-73.982584,3
199000,1,1.0,2184.207862,Queens County,Queens,40.7288599,-73.82754,1
1790000,4,5.0,2736.0,New York,Queens County,40.7560084,-73.9423437,4
935000,1,1.0,2184.207862,New York County,New York,40.7643563,-73.9727544,3
119000,3,2.3738608579684373,2184.207862,New York,Bronx County,40.8841699,-73.8388387,1
850000,3,3.0,2646.0,New York,Kings County,40.5786954,-73.9626508,3
2200000,3,3.0,2195.0,New York County,New York,40.7904197,-73.966175,5
2925000,3,4.0,5170.0,New York,Kings County,40.6298549,-74.0197658,5
2999950,3,2.3738608579684373,2184.207862,New York,Kings County,40.6444117,-73.9100389,5
2099000,3,2.0,1711.0,Kings County,Brooklyn,40.7019735,-73.9869044,5
4995000,4,4.0,5500.0,New York,New York County,40.7622996,-73.9698344,5
569900,4,2.0,2180.0,New York,Richmond County,40.6395577,-74.0807615,2
2050000,12,8.0,8049.0,New York,Kings County,40.6743116,-73.9522812,5
399000,1,1.0,2184.207862,New York,Queens County,40.7231998,-73.8267722,1
1999000,2,2.0,2184.207862,New York County,New York,40.7776874,-73.9585526,5
1370000,6,3.0,2184.207862,New York,Queens County,40.7102471,-73.8049849,4
3750000,2,2.0,2300.0,New York County,New York,40.7218174,-73.9985808,5
2100000,8,4.0,3750.0,New York,Kings County,40.6885485,-73.9192355,5
398000,3,1.0,2184.207862,Queens County,Queens,40.7753841,-73.90928,1
473000,2,1.0,1000.0,Kings County,Brooklyn,40.5782536,-73.9534785,2
2400000,1,2.0,1427.0,New York County,New York,40.7613258,-73.9774014,5
998000,6,2.3738608579684373,2236.0,New York,Kings County,40.6623484,-73.8914648,4
989000,3,1.0,930.0,Kings County,Brooklyn,40.7259961,-73.9393987,3
785000,3,2.0,1950.0,New York,Richmond County,40.5990416,-74.0674289,3
650000,3,3.0,2184.207862,New York,Queens County,40.7051893,-73.7542415,2
479000,4,2.0,1800.0,New York,Queens County,40.6714818,-73.7606794,2
715000,2,2.0,1021.0,Kings County,Brooklyn,40.5846063,-73.9426052,3
1138000,5,3.0,1026.0,New York,Kings County,40.6240315,-73.9954118,4
595000,1,1.0,750.0,New York County,New York,40.726984,-73.9769367,2
1098000,3,3.0,2184.207862,New York,Queens County,40.755637,-73.8903854,4
9950000,10,10.0,8000.0,New York,New York County,40.7369927,-73.9868876,5
500000,4,1.0,2184.207862,New York County,New York,40.8178093,-73.9391738,2
329000,2,1.0,2184.207862,New York,Queens County,40.7389649,-73.7774313,1
795000,5,2.0,2184.207862,New York,Kings County,40.6678086,-73.8739629,3
575000,2,2.0,1253.0,Queens County,Queens,40.5824866,-73.8213437,2
399000,1,1.0,681.0,Kings County,Brooklyn,40.6351164,-74.0311609,1
565000,1,1.0,2184.207862,New York County,New York,40.7572719,-73.9620424,2
1800000,7,4.0,2832.0,New York,Kings County,40.6331671,-73.9597006,4
565000,1,1.0,804.0,Kings County,Brooklyn,40.6053887,-73.9787595,2
155000,3,1.0,2184.207862,Kings County,Brooklyn,40.6299057,-73.9265933,1
6700000,3,3.0,2184.207862,New York County,New York,40.7882884,-73.9674607,5
1250000,4,2.0,2273.0,New York,Bronx County,40.8976524,-73.9019402,4
1086300,2,1.0,780.0,New York County,New York,40.7847793,-73.9778528,4
449500,1,1.0,2184.207862,New York,New York County,40.7278952,-73.9998294,2
1499000,5,2.3738608579684373,2088.0,New York,Kings County,40.6151781,-73.9901308,4
4595000,4,4.0,3052.0,New York County,New York,40.7241883,-73.9804574,5
269999,1,1.0,2184.207862,Queens County,Queens,40.7522899,-73.72315,1
289000,1,1.0,2184.207862,Queens County,Queens,40.776279,-73.9082925,1
399000,1,1.0,616.0,Queens County,Queens,40.7301358,-73.871999,1
465000,2,1.0,2184.207862,New York,Queens County,40.7483992,-73.8795703,2
675999,3,2.0,2070.0,New York,Bronx County,40.8974036,-73.8427908,2
1630000,7,4.0,2184.207862,New York,Queens County,40.7704732,-73.7318799,4
1499000,8,3.0,3300.0,New York,Bronx County,40.8998618,-73.852221,4
659900,3,4.0,2184.207862,Queens County,Queens,40.7855084,-73.7762312,2
499000,3,1.0,1176.0,New York,Richmond County,40.6265387,-74.1263932,2
975000,2,2.0,930.0,Kings County,Brooklyn,40.6869771,-73.9126141,3
4075000,3,3.0,2150.0,New York County,New York,40.7804721,-73.9871434,5
1999000,4,2.0,2600.0,New York,Richmond County,40.5908362,-74.1019957,5
1195000,14,6.0,5100.0,New York,Kings County,40.6411025,-74.0207743,4
699900,3,2.0,1420.0,New York,Richmond County,40.5986989,-74.1318297,3
670000,1,2.0,908.0,Queens County,Queens,40.718793,-73.8365852,2
4195000,5,4.0,2184.207862,New York,Kings County,40.6847934,-73.965911,5
1649000,7,2.0,3162.0,New York,Kings County,40.6398568,-74.0109732,4
2450000,5,2.3738608579684373,2982.0,New York,Kings County,40.6813525,-73.9261641,5
899000,3,2.0,2184.207862,New York,Queens County,40.7523748,-73.7900912,3
1695000,4,2.0,2184.207862,New York,Kings County,40.6768411,-73.9867935,4
680000,3,2.0,1296.0,New York,Kings County,40.6381159,-73.9218484,2
1649000,2,2.0,2184.207862,New York County,New York,40.777244,-73.9868738,4
660400,1,2.3738608579684373,2184.207862,New York,Queens County,40.7478785,-73.9444755,2
3250000,8,5.0,2184.207862,New York,Kings County,40.6467032,-73.9685896,5
14800000,8,10.0,2184.207862,New York,New York County,40.7345123,-73.9874441,5
999000,8,3.0,3786.0,New York,Bronx County,40.8273908,-73.9031371,4
5999000,4,3.0,3900.0,New York,New York County,40.7588099,-73.9645276,5
10495000,7,4.0,5100.0,New York,Kings County,40.6919769,-73.9967879,5
799888,3,2.0,2184.207862,New York,Queens County,40.7138975,-73.8970229,3
2099000,5,4.0,3200.0,New York,Kings County,40.6328573,-73.9632363,5
989000,4,4.0,2400.0,New York,Richmond County,40.5657552,-74.1051158,3
575000,4,2.0,1330.0,New York,Kings County,40.6683511,-73.8757315,2
2494,2,1.0,2184.207862,New York County,New York,40.8434062,-73.9407947,1
499900,3,2.0,1232.0,New York,Richmond County,40.5527401,-74.1995549,2
2600000,3,2.0,1729.0,New York County,New York,40.733031,-73.9850368,5
1888000,3,3.0,4100.0,New York,Kings County,40.6137773,-73.9068869,5
499000,3,2.0,1332.0,New York,Richmond County,40.6167336,-74.1578631,2
1350000,3,3.0,2184.207862,New York,Queens County,40.724706,-73.7957477,4
699000,4,2.0,2184.207862,New York,Queens County,40.6963847,-73.8472713,3
1249000,3,2.3738608579684373,2184.207862,New York,Bronx County,40.8822913,-73.9137305,4
189999,1,1.0,2184.207862,Queens County,Queens,40.7586799,-73.8755,1
509000,3,1.0,1100.0,New York,Bronx County,40.8181427,-73.8105454,2
1250000,1,1.0,1300.0,New York County,New York,40.762236,-73.9706084,4
575000,3,2.0,1480.0,Kings County,Brooklyn,40.5886056,-73.9394034,2
1149000,4,3.0,1800.0,New York,Kings County,40.6644629,-73.951745,4
759000,2,2.0,1230.0,Kings County,Brooklyn,40.612478,-73.953507,3
7950000,4,4.0,2184.207862,New York,New York County,40.7740082,-73.9583902,5
735000,1,1.0,2184.207862,Queens County,Queens,40.7491662,-73.9406038,3
749000,3,2.0,2184.207862,New York,Queens County,40.7602045,-73.8739584,3
2290000,4,5.0,2184.207862,New York,Queens County,40.7869532,-73.7833849,5
595000,1,1.0,556.0,Kings County,Brooklyn,40.6869771,-73.9126141,2
235000,1,1.0,2184.207862,Queens County,Queens,40.7267837,-73.8587799,1
699000,3,2.0,1250.0,New York,Richmond County,40.6165969,-74.1340662,3
769000,3,2.0,2184.207862,New York,Queens County,40.7061049,-73.8263931,3
1499000,3,2.0,2100.0,New York,Kings County,40.6063993,-73.9485994,4
1288000,3,3.0,1696.0,New York,Queens County,40.788704,-73.84908,4
1300000,2,2.0,1244.0,Queens County,Queens,40.7202429,-73.8430513,4
419000,2,1.0,2184.207862,Queens County,Queens,40.7312799,-73.8192399,2
1400000,2,2.0,2184.207862,New York County,New York,40.7776749,-73.9829506,4
849000,4,3.0,2184.207862,New York,Queens County,40.7314866,-73.7083076,3
2695000,3,3.0,2184.207862,New York County,New York,40.7843128,-73.9814804,5
2375000,2,2.0,986.0,New York,Queens County,40.7478785,-73.9444755,5
249000,2,1.0,830.0,Kings County,Brooklyn,40.5871568,-73.9709274,1
550000,1,1.0,2184.207862,New York County,New York,40.7908539,-73.9681725,2
350000,3,1.0,2184.207862,New York County,New York,40.7546656,-73.9675207,1
525000,2,1.0,1000.0,Kings County,Brooklyn,40.6393755,-74.0352909,2
588000,4,3.0,2160.0,Bronx County,The Bronx,40.8678944,-73.9078533,2
32000000,4,6.0,2184.207862,New York,New York County,40.7745478,-73.9651644,5
1650000,1,1.0,2184.207862,New York County,New York,40.7737439,-73.9586221,4
3100000,6,4.0,2184.207862,New York,Queens County,40.6021451,-73.7401761,5
293900,1,1.0,2184.207862,Queens County,Queens,40.7512505,-73.8814433,1
1495000,4,4.0,2600.0,New York County,New York,40.764197,-73.960624,4
295000,3,1.0,2184.207862,New York County,New York,40.8153693,-73.9384161,1
949000,7,3.0,2745.0,New York,Bronx County,40.8136198,-73.8633277,3
248000,1,1.0,800.0,Queens County,Queens,40.7741978,-73.8256676,1
6400000,3,4.0,2184.207862,New York County,New York,40.7737635,-73.9644574,5
1150000,1,1.0,2184.207862,New York County,New York,40.7717316,-73.9797209,4
425000,1,1.0,603.0,Kings County,Brooklyn,40.6360061,-73.971649,2
1849000,6,3.0,3001.0,New York,Kings County,40.6648195,-73.9891783,4
735000,1,1.0,800.0,New York County,New York,40.7938201,-73.9713411,3
715000,3,1.0,983.0,New York County,New York,40.7329326,-73.9858654,3
550000,3,2.0,2184.207862,New York,Kings County,40.6498755,-73.9375091,2
1649000,8,3.0,2184.207862,New York,Kings County,40.658346,-73.9583816,4
249000,2,1.0,1000.0,Kings County,Brooklyn,40.5926635,-73.9388739,1
2750000,2,2.0,2184.207862,New York County,New York,40.7666667,-73.9797008,5
350000,3,2.3738608579684373,1520.0,New York,Kings County,40.6758271,-73.8828978,1
4999000,2,2.0,1666.0,New York County,New York,40.715351,-74.0128441,5
130000,3,1.0,422.0,Queens County,Queens,40.7102499,-73.79985,1
475000,5,2.0,1790.0,New York,Bronx County,40.8102903,-73.8573667,2
174000,1,1.0,800.0,Kings County,Brooklyn,40.5997081,-73.9344974,1
1795000,2,2.0,2184.207862,New York County,New York,40.7954592,-73.9753123,4
1150000,3,4.0,3000.0,New York,Richmond County,40.5343966,-74.1582874,4
1500000,3,2.0,2184.207862,New York,Kings County,40.634316,-73.9462919,4
825000,4,2.0,2230.0,New York,Richmond County,40.5532787,-74.1649844,3
1700000,3,7.0,7854.0,New York,Kings County,40.6512221,-74.0057802,4
799000,3,2.0,2184.207862,New York,Kings County,40.6284586,-73.9450168,3
448000,1,1.0,750.0,Kings County,Brooklyn,40.6492641,-73.98034,2
588888,4,2.0,1640.0,New York,Richmond County,40.5986261,-74.1817717,2
385000,2,1.0,800.0,Queens County,Queens,40.7865407,-73.8018825,1
825000,2,2.0,1001.0,New York County,New York,40.8241865,-73.939702,3
349500,1,1.0,900.0,Queens County,Queens,40.7157399,-73.83672,1
650000,3,2.0,2184.207862,New York,Richmond County,40.6071254,-74.0925892,2
178000,3,1.0,719.0,New York,Queens County,40.7379227,-73.8470718,1
459000,1,1.0,2184.207862,Kings County,Brooklyn,40.677099,-73.9444709,2
559900,3,2.0,980.0,New York,Richmond County,40.5132339,-74.1959753,2
815000,1,1.0,630.0,New York County,New York,40.7400376,-73.9876681,3
369000,1,1.0,2184.207862,Queens County,Queens,40.784673,-73.775263,1
559000,3,2.0,1200.0,Bronx County,The Bronx,40.9069228,-73.9062512,2
1100000,7,2.3738608579684373,1040.0,New York,Kings County,40.6784973,-73.892987,4
1299000,3,2.0,1700.0,New York,Kings County,40.622512,-74.038316,4
2580000,8,2.3738608579684373,6493.0,New York,Richmond County,40.6050685,-74.0969483,5
3200000,3,3.0,1820.0,Kings County,Brooklyn,40.6779373,-73.981685,5
1775000,6,4.0,4900.0,New York,New York County,40.8685757,-73.9220436,4
2999000,9,8.0,5560.0,New York,New York County,40.8052328,-73.9407352,5
175000,1,1.0,800.0,Kings County,Brooklyn,40.5980473,-73.9354323,1
3999500,3,2.3738608579684373,2184.207862,New York,Bronx County,40.847049,-73.9080117,5
860000,3,2.0,2000.0,New York,Kings County,40.6315943,-73.9376928,3
499000,5,2.0,1236.0,New York,Bronx County,40.879318,-73.8613522,2
2780000,5,6.0,3045.0,New York,Queens County,40.7967438,-73.8160751,5
199000,3,2.0,1100.0,Bronx County,The Bronx,40.8344217,-73.914718,1
400000,2,1.0,2184.207862,Kings County,Brooklyn,40.684191,-73.982522,1
1595000,9,6.0,4420.0,New York,Kings County,40.6777679,-73.9189779,4
399000,3,1.0,391.0,New York,Queens County,40.7668236,-73.9239725,1
495000,1,1.0,2184.207862,New York County,New York,40.7714539,-73.960022,2
3500000,4,4.0,2700.0,New York,New York County,40.7641121,-73.9862772,5
799999,3,3.0,1444.0,New York,Queens County,40.7110987,-73.741186,3
595000,1,1.0,574.0,New York,New York County,40.8080535,-73.9426066,2
1265000,3,2.0,2184.207862,New York,Queens County,40.7151328,-73.8834603,4
2375000,1,2.0,2184.207862,New York County,New York,40.7252187,-73.9929764,5
1149000,7,4.0,3617.0,New York,Bronx County,40.8343858,-73.8590313,4
595000,3,1.0,2184.207862,New York County,New York,40.7329291,-74.0027905,2
16995000,5,4.0,4230.0,New York,New York County,40.7328257,-74.0048853,5
4395000,5,5.0,3498.0,New York County,New York,40.7603031,-73.9610497,5
1388800,6,4.0,2146.0,New York,Richmond County,40.6066676,-74.093461,4
1250000,2,2.0,2184.207862,New York County,New York,40.7360052,-73.9950777,4
4150000,5,4.0,2184.207862,New York,New York County,40.7807845,-73.979261,5
1170000,5,4.0,3120.0,New York,Kings County,40.6090159,-73.9118129,4
1388000,4,3.0,2184.207862,New York,Queens County,40.774158,-73.7957477,4
728000,2,1.0,1440.0,New York,Queens County,40.7731565,-73.8027586,3
1398000,4,2.0,2184.207862,New York,Queens County,40.7283735,-73.7970194,4
2099000,6,5.0,2184.207862,New York,Queens County,40.7308373,-73.8599677,5
525000,3,1.0,322.0,New York County,New York,40.7836703,-73.9709274,2
1290000,3,2.0,2905.0,New York,Bronx County,40.8964834,-73.899354,4
969999,6,4.0,2184.207862,New York,Bronx County,40.887362,-73.8321425,3
2250000,10,2.3738608579684373,5200.0,New York,Kings County,40.6266296,-74.0077129,5
525000,1,1.0,715.0,New York County,New York,40.74958,-73.9790355,2
625000,3,2.0,2184.207862,New York,Queens County,40.6765364,-73.8351774,2
399900,3,2.3738608579684373,2184.207862,New York,Richmond County,40.5771876,-74.0829699,1
285000,1,1.0,2184.207862,Bronx County,The Bronx,40.9073699,-73.9065578,1
1995000,4,4.0,2184.207862,New York,Kings County,40.670429,-73.9411141,5
1849000,6,3.0,2184.207862,New York,Queens County,40.7688965,-73.7752498,4
265000,1,1.0,700.0,Queens County,Queens,40.7824499,-73.7765099,1
855000,3,2.0,1383.0,New York,Richmond County,40.5725396,-74.1007568,3
40000000,5,6.0,7488.0,New York County,New York,40.715351,-74.0128441,5
3400000,3,3.0,2184.207862,New York County,New York,40.7727705,-73.9787651,5
1595000,2,2.0,2184.207862,New York County,New York,40.7942107,-73.9761618,4
1195000,4,2.0,2625.0,New York,Kings County,40.685396,-73.959061,4
4950000,2,2.0,2184.207862,New York County,New York,40.7731562,-73.9781993,5
299000,1,1.0,671.0,Bronx County,The Bronx,40.8225186,-73.9117785,1
990000,2,2.0,2184.207862,New York County,New York,40.7490288,-73.9719957,3
1680000,1,1.0,3536.0,New York,New York County,40.8186279,-73.9460737,4
450000,2,1.0,2184.207862,Queens County,Queens,40.7541793,-73.8310866,2
899900,3,3.0,2550.0,New York,Richmond County,40.5499354,-74.1709931,3
815156,4,4.0,2945.0,New York,Richmond County,40.6402659,-74.110402,3
2395000,4,3.0,2155.0,Kings County,Brooklyn,40.6820512,-73.9811684,5
499000,2,2.0,1358.0,Kings County,Brooklyn,40.6248278,-73.909396,2
799900,5,2.0,1750.0,New York,Kings County,40.5956263,-73.933927,3
395000,1,1.0,550.0,New York County,New York,40.7867652,-73.9753353,1
540000,3,1.0,509.0,New York County,New York,40.7478487,-73.9775903,2
575000,3,2.0,1350.0,Queens County,Queens,40.7313424,-73.8489073,2
1575000,2,2.0,1157.0,New York County,New York,40.777244,-73.9868738,4
3550000,3,2.0,2693.0,New York County,New York,40.7404065,-73.9970822,5
3200000,3,2.3738608579684373,17000.0,New York,Richmond County,40.640823,-74.0800239,5
1150000,12,6.0,5508.0,New York,Queens County,40.755049,-73.9136386,4
680000,4,2.0,1536.0,New York,Queens County,40.6729488,-73.8425151,2
1700000,3,4.0,2184.207862,New York,Queens County,40.6693668,-73.7996259,4
2399000,10,5.0,2184.207862,New York,Queens County,40.7693956,-73.7708144,5
649000,2,1.0,705.0,Queens County,Queens,40.7715328,-73.9273805,2
1250000,3,2.0,1560.0,New York,Queens County,40.7756208,-73.7758933,4
699000,3,2.3738608579684373,2184.207862,New York,Kings County,40.6418865,-73.9479336,3
1295000,3,2.0,2600.0,New York,Kings County,40.609816,-73.9084026,4
345000,1,1.0,2184.207862,Queens County,Queens,40.7135571,-73.7901901,1
500000,1,1.0,2184.207862,New York County,New York,40.7667403,-73.9855052,2
275000,1,1.0,880.0,Kings County,Brooklyn,40.6329634,-73.9709274,1
650000,3,2.0,1522.0,New York,Queens County,40.723245,-73.7293286,2
1075000,2,2.0,1250.0,New York County,New York,40.7487581,-73.9782786,4
299000,1,1.0,850.0,Queens County,Queens,40.7313319,-73.8284665,1
589000,3,2.3738608579684373,1560.0,New York,Kings County,40.6758932,-73.8787634,2
2295000,3,7.0,2184.207862,New York,Kings County,40.5757955,-74.009975,5
799000,3,2.0,2184.207862,New York,Kings County,40.638624,-73.911936,3
1459000,5,4.0,3500.0,New York,Richmond County,40.521212,-74.230732,4
948888,2,2.0,950.0,Kings County,Brooklyn,40.6163216,-74.0374941,3
350777,1,1.0,2184.207862,New York County,New York,40.798979,-73.9509758,1
899999,5,3.0,1800.0,New York,Bronx County,40.9016185,-73.8999396,3
1399000,6,2.0,2184.207862,New York,Queens County,40.721725,-73.8839773,4
2000000,4,3.0,2000.0,New York County,New York,40.7557937,-73.9642805,5
239000,2,1.0,950.0,Kings County,Brooklyn,40.5871568,-73.9709274,1
499000,1,1.0,800.0,Kings County,Brooklyn,40.6573594,-73.9554071,2
699900,3,1.0,558.0,New York County,New York,40.7502793,-73.9795235,3
25500000,5,2.3738608579684373,2184.207862,New York,New York County,40.7361176,-74.0064866,5
650000,4,2.0,2244.0,New York,Queens County,40.6968706,-73.7390395,2
7800000,7,8.0,7200.0,New York,New York County,40.7636541,-73.9681695,5
1080000,5,2.0,2570.0,New York,Bronx County,40.8360249,-73.8189088,4
309000,1,1.0,850.0,Queens County,Queens,40.7291499,-73.84944,1
289000,3,2.3738608579684373,2184.207862,New York,Bronx County,40.842629,-73.8665973,1
350000,3,2.0,1137.0,Richmond County,Staten Island,40.579062,-74.1076165,1
4995000,3,2.0,2803.0,New York County,New York,40.736841,-73.99679,5
650000,3,2.3738608579684373,1632.0,New York,Richmond County,40.577069,-74.161888,2
389000,1,1.0,2184.207862,New York County,New York,40.8683018,-73.9229016,1
888000,3,2.0,1700.0,Kings County,Brooklyn,40.6226046,-74.0176964,3
1396000,4,4.0,2444.0,New York,Richmond County,40.5664524,-74.1051158,4
2199000,3,3.0,3454.0,New York,Kings County,40.5782802,-73.9442713,5
1289000,4,4.0,2184.207862,New York,Queens County,40.7445255,-73.7137434,4
925000,4,4.0,1672.0,New York,Richmond County,40.5522652,-74.1732406,3
1399000,1,1.0,2184.207862,New York County,New York,40.7869306,-73.980845,4
1139000,3,3.0,2520.0,New York,Kings County,40.5994335,-73.9458671,4
599999,2,2.0,2184.207862,Kings County,Brooklyn,40.5887895,-73.9452357,2
649999,5,3.0,2052.0,New York,Richmond County,40.6317585,-74.0785358,2
648888,2,2.0,950.0,Queens County,Queens,40.7188694,-73.8111217,2
585000,1,2.0,869.0,New York,Queens County,40.7317078,-73.856834,2
1389000,2,2.0,1043.0,New York County,New York,40.849705,-73.94014,4
165000,1,1.0,2184.207862,Queens County,Queens,40.6053247,-73.7581283,1
1800000,11,5.0,3969.0,New York,Bronx County,40.8470503,-73.9188566,4
585000,1,1.0,2184.207862,New York County,New York,40.8570262,-73.9361002,2
899000,4,2.0,1200.0,New York,Queens County,40.7791608,-73.8257555,3
1250000,3,2.0,1281.0,New York County,New York,40.7308035,-73.9808981,4
1050000,7,4.0,3280.0,New York,Bronx County,40.8282228,-73.8706372,4
850000,3,2.0,1152.0,New York,Richmond County,40.5903464,-74.1630923,3
319000,3,1.0,2184.207862,New York County,New York,40.8153009,-73.9380717,1
699000,1,1.0,700.0,New York County,New York,40.776434,-73.9771489,3
2098000,5,4.0,1200.0,New York,Queens County,40.7928436,-73.8190811,5
887785,2,2.0,2184.207862,Queens County,Queens,40.7462427,-73.8259167,3
1250000,7,3.0,1800.0,New York,Kings County,40.58761,-73.9698943,4
1250000,3,2.0,2049.0,New York,Kings County,40.6520971,-73.9451094,4
319000,3,1.0,2184.207862,New York,Richmond County,40.6242127,-74.1357292,1
8995000,5,4.0,5500.0,New York County,New York,40.7442721,-73.9907621,5
1999999,4,4.0,4803.0,New York,Richmond County,40.5268622,-74.189752,5
1299900,4,4.0,2755.0,New York,Richmond County,40.5065922,-74.2393503,4
789000,3,4.0,1900.0,New York,Richmond County,40.5364742,-74.2389448,3
619000,3,2.0,1943.0,New York,Richmond County,40.5478529,-74.1993422,2
575000,1,1.0,1073.0,New York County,New York,40.8387144,-73.9369924,2
195000,1,1.0,2184.207862,Queens County,Queens,40.7659255,-73.7453922,1
1250000,11,6.0,2184.207862,New York,Queens County,40.787484,-73.8520832,4
419800,2,1.0,1000.0,Queens County,Queens,40.7199582,-73.8357232,2
435000,2,1.0,925.0,New York,Queens County,40.7232542,-73.8576166,2
325000,1,1.0,775.0,Kings County,Brooklyn,40.6347771,-74.0316533,1
595000,3,1.0,2184.207862,New York,New York County,40.7728688,-73.9653065,2
480000,2,1.0,2184.207862,Queens County,Queens,40.7291499,-73.84944,2
1200000,3,2.3738608579684373,3280.0,New York,Kings County,40.688515,-73.916949,4
650000,2,2.0,1013.0,Bronx County,The Bronx,40.8870567,-73.908722,2
1590000,5,4.0,2880.0,New York,Queens County,40.7533323,-73.8951855,4
2495000,1,2.0,1218.0,New York County,New York,40.7298815,-74.0073131,5
530000,1,1.0,538.0,New York,Kings County,40.5954596,-73.9968422,2
499000,4,2.0,1752.0,New York,Bronx County,40.8717268,-73.9050847,2
8575000,2,2.0,1830.0,New York County,New York,40.7680474,-73.9835169,5
778000,4,3.0,2185.0,New York,Richmond County,40.6308436,-74.1204059,3
759000,3,1.0,2184.207862,New York,Queens County,40.7142473,-73.8830471,3
295500,1,1.0,2184.207862,Bronx County,The Bronx,40.8809305,-73.9107494,1
3165000,9,5.0,2184.207862,New York,Kings County,40.6813796,-73.9323311,5
65000000,3,2.3738608579684373,15200.0,New York,New York County,40.7765613,-73.9633167,5
298000,1,1.0,790.0,Kings County,Brooklyn,40.5860215,-73.9668364,1
188000,3,1.0,2184.207862,Queens County,Queens,40.7511899,-73.90201,1
995000,2,2.0,800.0,New York,Kings County,40.603454,-73.9756682,3
1499000,9,6.0,3519.0,New York,Kings County,40.583514,-73.9738903,4
2200000,3,2.3738608579684373,2184.207862,New York,Queens County,40.7185125,-73.834819,5
1090000,12,6.0,4875.0,New York,Queens County,40.7042392,-73.9113817,4
225000,1,1.0,2184.207862,Queens County,Queens,40.6660965,-73.8478793,1
15995000,5,2.3738608579684373,2184.207862,New York,New York County,40.7311289,-74.0048678,5
748888,2,2.0,1260.0,New York,Richmond County,40.6131085,-74.1603745,3
659000,4,2.0,2184.207862,New York,Queens County,40.6695117,-73.7942558,2
499000,4,2.0,1428.0,New York,Kings County,40.6618245,-73.890638,2
3460000,2,2.0,2484.0,New York,Kings County,40.7037221,-73.9870968,5
1275000,4,2.3738608579684373,2184.207862,New York,Queens County,40.7289806,-73.7083891,4
800000,3,2.0,825.0,New York,Kings County,40.6222734,-73.924094,3
549000,3,2.3738608579684373,2184.207862,New York,Kings County,40.699454,-73.924234,2
9995000,3,4.0,2926.0,New York County,New York,40.7412931,-73.981837,5
1399000,5,4.0,2184.207862,New York,Queens County,40.6960034,-73.8584205,4
699000,3,2.3738608579684373,2034.0,New York,Bronx County,40.8665092,-73.8574012,3
1355000,3,2.0,2184.207862,Kings County,Brooklyn,40.6588717,-73.9912442,4
799900,3,2.3738608579684373,2058.0,New York,Richmond County,40.5147701,-74.2022363,3
1495000,5,3.0,2184.207862,New York,Kings County,40.6954487,-73.9217306,4
7600000,4,4.0,3216.0,New York County,New York,40.7139639,-74.0127212,5
69900,2,1.0,700.0,New York,Bronx County,40.8224987,-73.8111568,1
2250000,4,2.0,1360.0,New York,Kings County,40.6568189,-73.9795706,5
1080000,6,3.0,3600.0,New York,Richmond County,40.6110496,-74.1309465,4
1239998,4,4.0,2250.0,New York,Richmond County,40.5355587,-74.2075918,4
2200000,6,3.0,2385.0,New York,Kings County,40.6621056,-73.9857576,5
800000,2,2.0,1257.0,New York County,New York,40.7917785,-73.9406204,3
758000,3,2.0,1760.0,New York,Queens County,40.708633,-73.865415,3
568000,1,1.0,2184.207862,Queens County,Queens,40.7241743,-73.8448471,2
2110000,2,2.0,1326.0,New York County,New York,40.7367893,-73.9799267,5
307000,2,1.0,960.0,Bronx County,The Bronx,40.8802558,-73.9168342,1
760000,4,2.0,1490.0,New York,Richmond County,40.6100159,-74.0754726,3
585000,1,1.0,2184.207862,New York County,New York,40.7836953,-73.9760584,2
3995000,3,3.0,1856.0,New York,Manhattan,40.7652485,-73.9824857,5
250000,1,1.0,2184.207862,New York,Kings County,40.5838809,-73.9614297,1
725000,3,2.0,1185.0,Kings County,Brooklyn,40.6172572,-73.9611011,3
1560000,5,2.0,2184.207862,New York,Kings County,40.6165009,-73.9885469,4
800000,1,1.0,2184.207862,New York County,New York,40.7326742,-74.0023327,3
875000,4,2.0,1600.0,New York,Kings County,40.6440698,-73.9539046,3
